id,name,price,image,description,type,category,skin_types,personal_colors,number
121,롬앤 더 쥬시 래스팅 틴트 (03 베어그레이프),13000,20spring_color_romand-juicy-lasting-tint(03).jpg,차분하고 톤 다운된 포도 컬러로 채도 높은 립이 부담스러운 봄웜톤과 여름쿨톤 사이에 걸친 사람들에게 적합한 뮤트한 누드톤 계열의 컬러,립,색조,,봄웜,
122,롬앤 더 쥬시 래스팅 틴트 (27 허니 듀 멜론),13000,20spring_color_romand-juicy-lasting-tint(27).jpg,봄웜톤에게 잘 어울리는 살구핑크 톤의 틴트로 맑고 투명한 광택과 함께 과즙 같은 느낌을 연출,립,색조,,봄웜,
123,퓌 3D 볼류밍 글로스 (70% 바닐라),18000,20spring_color_pui-3d-voluming-gloss.jpg,통통해 보이는 소프트한 복숭아빛 컬러로 봄웜톤에게 맑고 청순한 생기를 더해주는 쫀쫀한 글로스,립,색조,,봄웜,
124,헤라 센슈얼 누드 글로스 (422 란제리),40000,20spring_color_hera-sensual-nude-gloss.jpg,맑고 차분한 딸기 우유 핑크색으로 봄웜톤 라이트에게 잘 어울리며 입술에 촉촉하고 탱글한 광택과 볼륨감을 더해주는 제품,립,색조,,봄웜,
125,롬앤 글래스팅 컬러 글로스(13 구아바 크림),13000,20spring_color_romand-glasting-color-gloss.jpg,부드럽고 혈색 있는 코랄 베이지 컬러로 봄웜톤에게 잘 어울리는 따뜻하고 자연스러운 색감,립,색조,,봄웜,
126,데이지크 섀도우 팔레트 (32 밀키 애프리콧),34000,20spring_color_dasique-shadow-palette(32).jpg,여린 살구빛과 밀키한 텍스처로 싱그러운 봄웜톤을 위한 올매트 구성의 팔레트,아이,색조,,봄웜,
127,데이지크 섀도우 팔레트 (30 체리 블라썸),34000,20spring_color_dasique-shadow-palette(30).jpg,따스한 봄 햇살과 벚꽃을 닮은 코랄 핑크 컬러로 봄웜톤에게 화사하고 생기 있는 아이 메이크업을 연출할 수 있는 팔레트,아이,색조,,봄웜,
128,클리오 프로 아이 팔레트 (02 로즈 커넥트),34000,20spring_color_clio-pro-eye-palette.jpg,봄웜 라이트톤에게 적합한 활기찬 장미빛 색조와 다양한 펄 매트 제형이 특징인 아이 섀도우 팔레트,아이,색조,,봄웜,
129,이글립스 소프트 아이 팔레트(04 선키스드),26000,20spring_color_eglips-soft-eye-palette.jpg,여름 햇살의 눈부심을 담은 오렌지 코랄 조합의 싱그러운 컬러인 팔레트,아이,색조,,봄웜,
130,페리페라 스피디 스키니 브로우 (08 토프 베이지),6000,20spring_color_peripera-speedy-skinny-brow.jpg,베이지 60%에 브라운 한방울이 섞여 자연스럽고 부드러운 인상을 연출 가능한 아이,아이,색조,,봄웜,
131,데이지크 섀도우 팔레트 (03 누드 포션) ,34000,21spring_color_dasique-shadow-palette-03-nudepotion.jpg,소프트 피치·누드와 은은 펄로 맑고 가벼운 봄웜 데일리에 적합.,아이,색조,,봄웜,
132,롬앤 베러 댄 팔레트 (08 피치달리아가든),30000,21spring_color_romand-better-than-palette-08-peachdahlia-garden.jpg,봄웜 라이트/브라이트에 화사한 혈색을 올려주는 피치 코랄 9구로 데일리부터 포인트까지 한 팔레트로 해결.,아이,색조,,봄웜,
133,클리오 프로 아이 팔레트 에어 (9호 복숭아누르면사과해) ,34000,21spring_color_clio-pro-eye-palette-air-09-peach-apple.jpg,올매트 중심의 피치·살구 톤으로 깨끗하고 보송한 봄웜 데일리 적합.,아이,색조,,봄웜,
134,베네피트 프리사이슬리 마이 브로우 펜슬 (3 웜 라이트 브라운),40000,21spring_color_benefit-precisely-my-brow-pencil-3-warm-light-brown.jpg,초미세 심으로 결을 섬세하게 채워 주고 웜 브라운 톤이 봄웜 모발·피부 잘어울림.,아이,색조,,봄웜,
135,슈에무라 하드포뮬라 (03 Brown),36000,21spring_color_shuuemura-hard-formula-03-brown.jpg,부드러운 웜 라이트 브라운이 과하지 않게 결을 살림,아이,색조,,봄웜,
136,롬앤 글래스팅 멜팅 밤 (03 소르베),13000,21spring_color_romand-glasting-melting-balm-03-sorbetbalm.jpg,맑은 피치 코랄 계열로 봄웜 라이트·클리어에 생기만 톡 올라오는 수채광 발색,립,색조,,봄웜,
137,어뮤즈 듀 틴트 (10 피치 버니),20000,21spring_color_amuse-dew-tint-10-peach-bunny.jpg,물막광 제형에 살구빛이 도는 투명 코랄; 쌩얼·데일리 모두 무난,립,색조,,봄웜,
138,페리페라 잉크 무드 글로이 틴트 (2호 손웜수템),22000,21spring_color_peripera-ink-mood-glowy-tint-02-coral-influencer.jpg,유리광 톤업 코랄로 탁기 없이 화사한 봄웜 무드 연출,립,색조,,봄웜,
139,힌스 무드 인핸서 리퀴드 글로우 (렛미듀),17000,21spring_color_hince-mood-enhancer-liquid-glow-letmedew.jpg,과한 틴트감 없이 새틴 글로우로 입술 톤을 환하게,립,색조,,봄웜,
140,클리오 크리스탈 글램 틴트 (03 블러쉬드 피치),18000,21spring_color_clio-crystal-glam-tint-03-blushed-peach.jpg,촉촉 글로시 피치 코랄 베이스로 봄웜 상·하의 무드 모두 매칭 쉬움,립,색조,,봄웜,
141,3D 볼류밍 글로스(A01 바닐라30%),"18,000",22spring_color_3DVolumingGloss.jpg,입술에 녹아들어 뜨지 않는 뉴드럴 누디 핑크,립,색조,,봄웜,
142,듀이 젤 맥시 글로스(10 베일드뮤즈),"14,000",22spring_color_DewyGelMaxiGloss.jpg,누디한 글로스의 정석 얼굴에 착 붙는 리얼 누드 베이지,립,색조,,봄웜,
143,도트 온 무드  웨이 글로이 틴트(05 로지밤),"18,000",22spring_color_DotOnMoodOneWayGlowTint.jpg,물기 먹은 생화 장미를 언상시키는 뉴트럴 프레시 로즈,립,색조,,봄웜,
144,버블 잼 글로스(01 리치번),"13,000",22spring_color_BubbleJamGloss.jpg,밀크티 한 방울 누디 리치 컬러,립,색조,,봄웜,
145,센슈얼 누드 글로스(401호 누디스트),"40,000",22spring_color_SensualNudeGloss.jpg,오묘한 느낌의 차분한 누드 베이지,립,색조,,봄웜,
146,프로타주 팔레트(1호 피치플레인),"34,000",22spring_color_ProtajePalette.jpg,맑고 뽀얀 피치빛 무드를 담은 파스텔 코랄 팔레트,아이,색조,,봄웜,
147,마이페이브 무드 아이(12 폴인오트),"28,000",22spring_color_MyFaveMoodEyePalette.jpg,은은한 살구 오트 컬러감의 팔레트,아이,색조,,봄웜,
148,베어 레이어 팔레트(01호 애프리콧무드),"29,000",22spring_color_BareLayerPalette.jpg,맑은 피치컬러로 완성하는 애프리콧무드,아이,색조,,봄웜,
149,프로 아이 에어(9호 복숭아누르면사과해),"34,000",22spring_color_ProEyePaletteAir.jpg,웜톤 과즙 가득한 상큼한 꿀복숭아&꿀사과 컬러,아이,색조,,봄웜,
150,올테이크 무드 팔레트(001 봄바람이부는걸보니봄이왔나봄),"21,000",22spring_color_AllTakeMoodPalette.jpg,눈가에 살랑살랑~ 봄바람 부는 뽀얀 라이트 코랄 컬러 ,아이,색조,,봄웜,
151,웨이크메이크 소프트 블러링 아이 팔레트 12구,32000,23spring_color_wakemake-soft-blurring-eye-palette-06-apricot-blurring.jpg,피니시: 소프트 매트 중심 + 미세 쉬머 · 색상/호수: 06 Apricot Blurring ,아이,색조,,봄웜,
152,데이지크 섀도우 팔레트,34000,23spring_color_dasique-shadow-palette-07-milk-latte.jpg,피니시: 매트 중심 + 새틴/쉬머 포인트 · 색상/호수: 07 밀크 라떼 ,아이,색조,,봄웜,
153,클리오 프로 아이 팔레트 에어,34000,23spring_color_clio-pro-eye-palette-air-01-coral-studio.jpg,피니시: 매트 위주 + 미세 쉬머 · 색상/호수: 01 코랄 스튜디오 ,아이,색조,,봄웜,
154,클리오 킬브로우 오토 하드 브로우 펜슬,20000,23spring_color_clio-kill-brow-auto-hard-brow-pencil-01-natural-brown.jpg,피니시: 내추럴 매트 · 색상/호수: 01 Natural Brown ,아이,색조,,봄웜,
155,롬앤 한올 샤프 브로우,12000,23spring_color_romand-hanol-sharp-brow-w2-mild-woody.jpg,피니시: 내추럴 매트 · 색상/호수: W2 마일드우디 ,아이,색조,,봄웜,
156,롬앤 글래스팅 멜팅 밤,13000,23spring_color_romand-glasting-melting-balm-05-nougat-sand.jpg,피니시: 글로시 밤(쉬어) · 색상/호수: 05 누가샌드 ,립,색조,,봄웜,
157,롬앤 쥬시 래스팅 틴트,13000,23spring_color_romand-juicy-lasting-tint-01-pomelo-skin.jpg,피니시: 글로시 틴트(스테인) · 색상/호수: 01 포멜로스킨,립,색조,,봄웜,
158,페리페라 잉크 무드 글로이 틴트,22000,23spring_color_peripera-ink-mood-glowy-tint-02-son-warm-sutem.jpg,피니시: 글로시 · 색상/호수: 2호 손웜수템 ,립,색조,,봄웜,
159,어뮤즈 듀 틴트,20000,23spring_color_amuse-dew-tint-13-dewy-peach.jpg,피니시: 듀이 글로스 · 색상/호수: 13 물복숭아 ,립,색조,,봄웜,
160,힌스 로우 글로우 젤 틴트,17000,23spring_color_hince-raw-glow-gel-tint-r001-bare.jpg,피니시: 글로시 젤 · 색상/호수: R001 베어 ,립,색조,,봄웜,
161,얼터너티브스테레오 립 포션 슈가 글레이즈 틴트 (15 피그볼),19000,20fall_color_alternativestereo-lip-potion-sugar-glaze-tint.jpg,웜톤에게 잘 어울리는 복숭아 빛이 감도는 투명한 컬러,립,색조,,가을웜,
162,힌스 로 글로우 젤 틴트 (11 차이),17000,20fall_color_hince-ro-glow-gel-tint.jpg,밀크티 한방울 더한 소프트 누드 베이지 컬러,립,색조,,가을웜,
163,토니모리 겟잇 틴트 글레이즈 밤 (13 다크초코),18000,20fall_color_tonymoly-get-it-tint-glaze-balm.jpg,쌉쌀한 다크 초콜릿에 달콤한 연유를 첨가한 듯 고혹적인 소프트 딥브라운 컬러,립,색조,,가을웜,
164,에스쁘아 꾸뛰르 립틴트 글레이즈 (버터벨),22000,20fall_color_espoir-couture-liptint-glaze.jpg,따뜻하게 녹아내리는 버터 베이지 컬러,립,색조,,가을웜,
165,롬앤 더 쥬시 래스팅 틴트 (02 누카다미아),13000,20fall_color_romand-juicy-lasting-tint.jpg,피부톤에 부드럽게 녹아드는 내추럴 레드 브라운,립,색조,,가을웜,
166,데이지크 섀도우 팔레트 (24 뮤티드 넛츠),34000,20fall_color_dasique-shadow-palette(24).jpg,너티한 베이스에 아른거리듯 반짝이는 글리터를 더한 뮤티드 브라운 팔레트,아이,색조,,가을웜,
167,데이지크 섀도우 팔레트 (05 선셋뮬리),34000,20fall_color_dasique-shadow-palette(05).jpg,랄 브라운 핑크 브라운 톤의 9가지 색상으로 흰끼가 살짝 가미되어 뮤트하면서도 붉은기가 적절히 들어가 자연스러운 팔레트,아이,색조,,가을웜,
168,클리오 프로 아이 팔레트 (08 라떼는 선임),34000,20fall_color_clio-pro-eye-palette.jpg,오트라떼 컬러가 담긴 베이지 브라운 팔레트,아이,색조,,가을웜,
169,이글립스 소프트 아이 팔레트(05 비네트),26000,20fall_color_eglips-soft-eye-palette.jpg,잔상 위로 은은하게 퍼지는 베이지 브라운의 따뜻한 컬러인 팔레트,아이,색조,,가을웜,
170,페리페라 스피디 스키니 브로우 (03 내추럴 브라운),6000,20fall_color_peripera-speedy-skinny-brow.jpg,염색모에 무난한 내추럴 브라운 컬러인 아이,아이,색조,,가을웜,
171,클리오 프로 아이 팔레트 에어 (08 Latte Senior),34000,21fall_color_clio-pro-eye-palette-air-08-latte-senior.jpg,올매트/얇은 발색으로 가을웜 음영 메이크업에 최적 색 뭉침 적고 데일리 용이.,아이,색조,,가을웜,
172,데이지크 섀도우 팔레트 (07 Milk Latte),34000,21fall_color_dasique-shadow-palette-07-milk-latte.jpg,고운 매트 + 은은 쉬머 조합 웜 브라운·베이지 스펙트럼이 넓어 활용도 높음.,아이,색조,,가을웜,
173,롬앤 베러 댄 팔레트 (02 마호가니가든),30000,21fall_color_romand-better-than-palette-02-mahogany-garden.jpg,따뜻한 브라운·브릭 축에 고운 매트+은은 쉬머 구성으로 21호 가을웜의 데일리부터 포인트까지 실패율 낮음.,아이,색조,,가을웜,
174,롬앤 한올 플랫 브로우 (W2 Mild Woody),11000,21fall_color_romand-han-all-flat-brow-w2-mild-woody.jpg,플랫 컷 심으로 결 살리기 쉬움; 내추럴/월넛 브라운 등 웜 모발과 이질감 적음.,아이,색조,,가을웜,
175,클리오 샤프 쏘 심플 브로우 펜슬 (Light Brown),14000,21fall_color_clio-sharp-so-simple-brow-pencil-light-brown.jpg,1.5mm 심로 디테일 채우기 쉽고 내추럴 브라운 톤이 가을웜에 무난.,아이,색조,,가을웜,
176,헤라 센슈얼 파우더 매트 리퀴드 (435 Pampas),45000,21fall_color_hera-sensual-powder-matte-liquid-435-pampas.jpg,미세 블러 매트 + 브릭/초콜릿/테라코타 컬러군이 가을웜 혈색·깊이 보완에 안정적.,립,색조,,가을웜,
177,힌스 로 글로우 젤 틴트 (11 차이),17000,21fall_color_hince-raw-glow-gel-tint-11-chai.jpg,얇고 투명한 글로우 제형에 웜 코랄·누드 컬러 다수 → 21호 가을웜 데일리 보정에 적합.,립,색조,,가을웜,
178,머지 더 퍼스트 벨벳틴트 시즌 1 (V6 피렌체네그로니),8900,21fall_color_merzy-the-first-velvet-tint-v6-firenze-negroni.jpg,시나몬 브릭 톤의 정석 가을웜 MLBB 얇게도 진하게도 예쁜 벨벳.,립,색조,,가을웜,
179,페리페라 잉크 무드 글로이 틴트 (020 Brown Yakgwa),11000,21fall_color_peripera-ink-mood-glowy-tint-20-brown-yakgwa.jpg,유리알 광택 + 웜 코랄·살구·브릭군이 다양 가을웜 “생기+윤기” 연출에 안전.,립,색조,,가을웜,
180,롬앤 듀이풀 워터 틴트 (12 Canyon),13000,21fall_color_romand-dewyful-water-tint-12-canyon.jpg,물광 틴트 중 컬러 폭이 넓고 웜 MLBB가 많아 “톤-다운 생기” 구현 쉬움.,립,색조,,가을웜,
181,쥬시 래스팅 틴트(01 포멜로스킨),"13,000",22fall_color_JuicyLastingTint.jpg,과일의 속상을 부드럽게 담아낸 누디 베이지,립,색조,,가을웜,
182,도트 온 무드  웨이 글로이 틴트(09 피치밀크),"18,000",22fall_color_DotOnMoodOneWayGlowTint.jpg,소프트-브라이트 톤의 피치 조합으로 맑고 청아한 복숭아 우유빛,립,색조,,가을웜,
183,오버 글레이즈(06 땅콩당),"16,000",22fall_color_OverGlaze.jpg,분위기가 스며든 땅콩 속껍질 누디 땅콩,립,색조,,가을웜,
184,크리스탈 글램틴트(20호 바닐라애플),"18,000",22fall_color_CrystalGlamTint.jpg,바닐라 한 방울 섞은 여릿한 사과,립,색조,,가을웜,
185,잉크 무드 글로이 틴트(3호 맘찍로즈),"11,000",22fall_color_InkMoodGlowTint.jpg,싱그러운 청초 광택 연출,립,색조,,가을웜,
186,무드잇 팔레트(03 뉴트럴잇),"16,000",22fall_color_MoodItPalette.jpg,뉴트럴 톤의 포근한 매력을 더해주는 소프트 브라운 컬러,아이,색조,,가을웜,
187,리턴 투 베이직 섀도우 팔레트(01 클레식),"22,000",22fall_color_ReturnToBasicShadowPalette.jpg,차분하고 마일드한 카멜 브라운,아이,색조,,가을웜,
188,잉크 포켓 섀도우 팔레트(4호 뮤트를아는느낌),"15,000",22fall_color_InkPocketShadowPalette.jpg,균형잡힌  뮤트 톤으로 뮤트학사 취득 뮤트 저격 데일리 팔레트,아이,색조,,가을웜,
189,아이 코어 팔레트(3호 빈티지뮤트),"36,000",22fall_color_EyeCorePalette.jpg,요즘 빈티지 감성을 녹인 노란기 싹 뺀 뮤티드 얼그레이,아이,색조,,가을웜,
190,마이페이브 무드 아이 팔레트(06 버튼업),"28,000",22fall_color_MyFaveMoodEyePalette.jpg,그윽한 로지 토프 음영,아이,색조,,가을웜,
191,WAKEMAKE 소프트 블러링 아이 팔레트,34000,23fall_color_wakemake-soft-blurring-eye-palette-12-classic-brown-blurring.jpg,피니시: 소프트 매트 중심 + 미세 쉬머 · 색상/호수: 12 클래식 브라운 블러링 ,아이,색조,,가을웜,
192,데이지크 섀도우 팔레트,34000,23fall_color_dasique-shadow-palette-10-autumn-breeze.jpg,피니시: 매트 중심 + 새틴/쉬머 · 색상/호수: 10 Autumn Breeze,아이,색조,,가을웜,
193,클리오 프로 아이 팔레트 에어,34000,23fall_color_clio-pro-eye-palette-air-08-latte-senior.jpg,피니시: 매트 위주 + 미세 쉬머 · 색상/호수: 08 라떼는 선임 ,아이,색조,,가을웜,
194,클리오 킬브로우 오토 하드 브로우 펜슬,20000,23fall_color_clio-kill-brow-auto-hard-brow-pencil-03-peanut-brown.jpg,피니시: 내추럴 매트 · 색상/호수: 3호 피넛브라운 ,아이,색조,,가을웜,
195,롬앤 한올 플랫 브로우,11000,23fall_color_romand-hanol-flat-brow-w2-mild-woody.jpg,피니시: 내추럴 매트 · 색상/호수: W2 Mild Woody,아이,색조,,가을웜,
196,롬앤 더 쥬시 래스팅 틴트,13000,23fall_color_romand-the-juicy-lasting-tint-02-nucadamia.jpg,피니시: 글로시 틴트(스테인) · 색상/호수: 02 누카다미아 ,립,색조,,가을웜,
197,페리페라 잉크 무드 글로이 틴트,11000,23fall_color_peripera-ink-mood-glowy-tint-020-dangmatdori.jpg,피니시: 글로시 · 색상/호수: 020 당맛도리 ,립,색조,,가을웜,
198,롬앤 글래스팅 멜팅 밤,13000,23fall_color_romand-glasting-melting-balm-11-buffy-coral.jpg,피니시: 글로시 밤 · 색상/호수: 11 버피코랄,립,색조,,가을웜,
199,어뮤즈 젤핏 틴트,20000,23fall_color_amuse-gel-fit-tint-07-caramel.jpg,피니시: 글로시 젤 · 색상/호수: 07 카라멜 ,립,색조,,가을웜,
200,롬앤 제로 벨벳 틴트,13000,23fall_color_romand-zero-velvet-tint-23-vintage-taupe.jpg,피니시: 벨벳 매트(블러) · 색상/호수: 23 빈티지 토프 ,립,색조,,가을웜,
201,하트퍼센트 도트 온 무드 퓨어 글로우 틴트 (13 베어립스),18000,20summer_color_heartpercent-dot-on-mood-pure-glow-tint.jpg,맑은 핑크립에 베이지 컬러 한방울 쿨톤 MLBB 핑크베이지 립,립,색조,,여름쿨,
202,헤라 센슈얼 누드 글로스 (380 체리쉬),40000,20summer_color_hera-sensual-nude-gloss.jpg,플럼 한방울의 뮤티드 베리 레드,립,색조,,여름쿨,
203,얼터너티브스테레오 립 포션 슈가 글레이즈 틴트 (13 오디볼),19000,20summer_color_alternativestereo-lip-potion-sugar-glaze-tint.jpg,맑고 투명한 발색에 유리알 같은 광택과 도톰한 볼륨감을 주는 틴트,립,색조,,여름쿨,
204,롬앤 더 쥬시 래스팅 틴트 (03 베어그레이프),13000,20summer_color_romand-juicy-lasting-tint(03).jpg,차분하고 톤 다운된 포도 컬러로 채도 높은 립이 부담스러운 봄웜톤과 여름쿨톤 사이에 걸친 사람들에게 적합한 뮤트한 누드톤 계열의 컬러,립,색조,,여름쿨,
205,롬앤 더 쥬시 래스팅 틴트 (04 피그피그),13000,20summer_color_romand-juicy-lasting-tint(04).jpg,무화과 컬러를 그대로 담은 쿨 로즈 MLBB,립,색조,,여름쿨,
206,데이지크 섀도우 팔레트 (31 러브 블라썸),34000,20summer_color_dasique-shadow-palette(31).jpg,오묘한 모브 핑크 컬러를 담아 로맨틱한 무드를 완성해주는 팔레트,아이,색조,,여름쿨,
207,데이지크 섀도우 팔레트 (33 밀키 베리),34000,20summer_color_dasique-shadow-palette(33).jpg,여린 베리 컬러에 밀키함을 더해 부드러운 생기를 연출해 주는 소프트 베리 팔레트,아이,색조,,여름쿨,
208,클리오 프로 아이 팔레트 (07 라벤더 신입),34000,20summer_color_clio-pro-eye-palette.jpg,사랑스러운 라벤더 토프 컬러 팔레트,아이,색조,,여름쿨,
209,이글립스 소프트 아이 팔레트(03 유포리아),26000,20summer_color_eglips-soft-eye-palette.jpg,화사하게 스며드는 핑크라벤더 컬러의 팔레트,아이,색조,,여름쿨,
210,페리페라 스피디 스키니 브로우 (09 토프 브라운),6000,20summer_color_peripera-speedy-skinny-brow.jpg,토프 베이지 컬러에 살짝의 먹끼를 섞어 쌩얼에도 자연스러운 연출이 가능한 컬러,아이,색조,,여름쿨,
211,롬앤 베러 댄 팔레트 (06 피오니 누드 가든),30000,21summer_color_romand-better-than-palette-06-peony-nude-garden.jpg,라이트한 핑크·모브 음영과 글리터 포인트 조합이 여쿨 메이크업에 최적,아이,색조,,여름쿨,
212,롬앤 베러 댄 팔레트 (09 드리미 라일락 가든0,30000,21summer_color_romand-better-than-palette-09-dreamy-lilac-garden.jpg,라일락·핑크 톤의 맑은 쿨 음영과 쉬머 포인트로 21호 여쿨의 화사한 무드 연출에 적합,아이,색조,,여름쿨,
213,데이지크 섀도우 팔레트 (18 베리 스무디),34000,21summer_color_dasique-shadow-palette-18-berry-smoothie.jpg,투명한 쿨 핑크 혈색을 깔끔히 올려주는 여쿨 팔레트,아이,색조,,여름쿨,
214,에뛰드 드로잉 아이 (6호 애쉬 브라운),4000,21summer_color_etude-drawing-eyebrow-06-ash-brown.jpg,회기 도는 애쉬 브라운으로 여름쿨 헤어/톤에 자연스러운 음영,아이,색조,,여름쿨,
215,롬앤 한올 플랫 브로우 (W2 마일드 우디),12000,21summer_color_romand-han-all-flat-brow-w2-mild-woody.jpg,플랫 컷 팁으로 결 살리기 쉬움 쿨 브라운 계열 컬러 선택 가능,아이,색조,,여름쿨,
216,어뮤즈 듀 틴트 (07 로즈 워터),20000,21summer_color_amuse-dew-tint-07-rose-water.jpg,맑은 로지 핑크의 물막광·투명 발색이 여름쿨에 생기만 톡 올라옴,립,색조,,여름쿨,
217,롬앤 글래스팅 멜팅 밤 (07 모브 휩),13000,21summer_color_romand-glasting-melting-balm-07-mauve-whip.jpg,쿨 모브 핑크 + 촉촉한 글로시 밤 제형으로 흰기 없이 혈색 보정,립,색조,,여름쿨,
218,클리오 크리스탈 글램 틴트 (06 데일리모브) ,13000,21summer_color_clio-crystal-glam-tint-06-daily-mauve.jpg,포도빛 쿨 라일락 계열의 맑은 광 틴트로 여름쿨 대표색,립,색조,,여름쿨,
219,페리페라 잉크 무드 글로이 틴트 (4호 갓기천사),11000,21summer_color_peripera-ink-mood-glowy-tint-04-good-enough-coral.jpg,차분한 쿨 핑크 톤 + 유리광 제형으로 데일리 쿨톤 연출,립,색조,,여름쿨,
220,에뛰드 픽싱 틴트 (11호 로즈 블렌딩) ,12000,21summer_color_etude-fixing-tint-11-rose-blending.jpg,차분한 쿨 로즈 MLBB에 픽싱·지속력이 좋아 선명하지만 과하지 않은 21호 여쿨 립 연출 가능,립,색조,,여름쿨,
221,아이시글로우(01 페탈),"18,000",22summer_color_EyeSeaGlow.jpg,여리하고 쉬어한 무드의 페일 로즈,립,색조,,여름쿨,
222,듀이풀 워터 틴트(05 태피),"13,000",22summer_color_DewyFullWaterTint.jpg,새콤달콤 태피같은 청량한 버블 핑크,립,색조,,여름쿨,
223,크리스탈 글램틴트(3호 블러쉬드피치),"18,000",22summer_color_CrystalGlamTint.jpg,생기있는 핑크 컬러,립,색조,,여름쿨,
224,쥬시 듀이 틴트(17 피그베리),"17,000",22summer_color_JuicyDewyTint.jpg,무화과에 베이지빛을 살짝 더한 뮤티드 모드 핑크,립,색조,,여름쿨,
225,겟잇 틴트 워터풀 시럽(10 베리시럽),"16,000",22summer_color_GetItTintWaterfulSyrup.jpg,잘 익은 베리에 시럽을 더한 듯 생기 넘치는 브라이트 핑크 컬러,립,색조,,여름쿨,
226,베어 레이어 팔레트(02호 스트로베리무드),"29,000",22summer_color_BareLayerPalette.jpg,여린 핑크컬러로 완성하는 스트로베리 무드,아이,색조,,여름쿨,
227,무드키보드(09 밀키베리 스테레오),"29,000",22summer_color_MoodKeyboard.jpg,밀키베리 핑크부터 음영 쿨 핑크까지,아이,색조,,여름쿨,
228,무드 섀도우 팔레트(04 라이트라벤더),"39,000",22summer_color_MoodShadowPalette.jpg,맑고 화사한 핑크빛 라벤더 컬러 스와치로 정교하게 제작된 팔레트,아이,색조,,여름쿨,
229,마이페이브 무드 아이 팔레트(쉘인더씨),"28,000",22summer_color_MyFaveMoodEyePalette.jpg,청량하고 소프트한 조개의 뽀얀 무드 담은 팔레트 색상,아이,색조,,여름쿨,
230,숄 모먼트 아이섀도우 팔레트(04 라일락모먼트),"32,000",22summer_color_ShawlMomentEyeShadowPalette.jpg,달콤한 퍼플 빛 향기를 담은 라일락 모먼트 팔레트,아이,색조,,여름쿨,
231,WAKEMAKE 소프트 블러링 아이 팔레트,34000,23summer_color_wakemake-soft-blurring-eye-palette-04-lavender-blurring.jpg,피니시: 소프트 매트 중심 + 미세 쉬머 · 색상/호수: 04 라벤더 블러링,아이,색조,,여름쿨,
232,홀리카홀리카 마이 페이브 무드 아이 팔레트,28000,23summer_color_holikaholika-my-fave-mood-eye-palette-02-moony.jpg,피니시: 매트 중심 + 새틴/쉬머 · 색상/호수: 02 무니 ,아이,색조,,여름쿨,
233,클리오 킬브로우 오토 하드 브로우 펜슬,20000,23summer_color_clio-kill-brow-auto-hard-brow-pencil-05-gray-brown.jpg,피니시: 내추럴 매트 · 색상/호수: 5호 그레이브라운 ,아이,색조,,여름쿨,
234,에뛰드 드로잉 아이,40000,23summer_color_etude-drawing-eyebrow-05-gray-brown.jpg,피니시: 내추럴 매트 · 색상/호수: #2 그레이브라운 ,아이,색조,,여름쿨,
235,키스미 헤비로테이션 컬러링 아이,15000,23summer_color_kissme-heavyrotation-coloring-eyebrow-mascara-08-ash-gray.jpg,피니시: 내추럴 매트 · 색상/호수: 08 애쉬 그레이 ,아이,색조,,여름쿨,
236,롬앤 글래스팅 멜팅 밤,13000,23summer_color_romand-glasting-melting-balm-12-veiled-rose.jpg,피니시: 글로시 밤(쉬어) · 색상/호수: 12 Veiled Rose ,립,색조,,여름쿨,
237,페리페라 잉크 무드 글로이 틴트,11000,23summer_color_peripera-ink-mood-glowy-tint-21-cool-so-pyeongga.jpg,피니시: 글로시 · 색상/호수: 21 쿨소평가 ,립,색조,,여름쿨,
238,어뮤즈 젤-핏 틴트,20000,23summer_color_amuse-gel-fit-tint-06-seoul-girl.jpg,피니시: 글로시 젤 · 색상/호수: 06 Seoul Girl ,립,색조,,여름쿨,
239,DINTO 블러 글로이 립,20000,23summer_color_dinto-blur-glowy-lip-tint-205-justitia.jpg,피니시: 블러 벨벳 + 소프트 글로우 · 색상/호수: 205 Justitia ,립,색조,,여름쿨,
240,헤라 센슈얼 스파이시 누드 글로스,40000,23summer_color_hera-sensual-spicy-nude-gloss-422-lingerie.jpg,피니시: 하이-글로스(플럼핑) · 색상/호수: 422 란제리 ,립,색조,,여름쿨,
241,삐아 오버 글레이즈 스틱 (10 타로 글레이즈),14000,20winter_color_bbia-over-glaze-stick.jpg,쿨하면서도 차분한 모브 빛 타로 컬러에 탁기 한 방울이 들어간 립,립,색조,,겨울쿨,
242,롬앤 더 쥬시 래스팅 틴트 (21 그레이프 밤),13000,20winter_color_romand-juicy-lasting-tint.jpg,푸른빛이 그득 들어간 레드 핑크,립,색조,,겨울쿨,
243,삐아 글로우 틴트 (13 마룬 보틀),14000,20winter_color_bbia-glow-tint(13).jpg,딥한 플럼 브라운 컬러,립,색조,,겨울쿨,
244,삐아 글로우 틴트 (18 윈터 보틀),14000,20winter_color_bbia-glow-tint(18).jpg,소프트 플럼 모브 컬러,립,색조,,겨울쿨,
245,퓌 3D 볼류밍 글로스 (70% 타로),18000,20winter_color_pui-3d-voluming-gloss.jpg,그레이 한방울 떨어져 오묘해진 타로모브 컬러,립,색조,,겨울쿨,
246,데이지크 섀도우 팔레트 (13 쿨 블렌딩),34000,20winter_color_dasique-shadow-palette(13).jpg,쿨톤을 위한 베이직 컬러를 은은하게 우려낸 타로티 무펄 팔레트,아이,색조,,겨울쿨,
